"obs" "date_surv" "gen" "date_birth" "region" "occup" "income" "single" "use" "intens"
700 2016-11-13 "m" 1988-05-02 "East" "blue collar" 400 1 1 7
701 2016-12-08 "m" 1988-05-02 "Central" "blue collar" 3524 1 1 5
702 2016-11-26 "m" 1996-03-21 "NorthEast" "blue collar" 2850 1 1 6
703 2016-11-24 "f" 1996-03-21 "Bangkok" "blue collar" 677 1 1 6
704 2016-11-23 "f" 2000-02-29 "NorthEast" "school" 0 1 0 0
705 2016-11-28 "m" 1971-07-31 "East" "blue collar" 1219 1 1 4
706 2016-11-19 "m" 1989-04-27 "NorthEast" "blue collar" 1334 0 0 0
707 2016-11-19 "f" 2005-02-02 "NorthEast" "school" 0 1 0 0
708 2016-12-04 "m" 1989-04-27 "Central" "blue collar" 315 1 1 4
709 2016-11-05 "m" 1975-07-10 "NorthEast" "white collar" 7671 0 0 0
710 2016-11-11 "f" 1974-07-15 "Central" "blue collar" 965 1 1 2
711 2016-11-07 "m" 1983-05-29 "NorthEast" "blue collar" 862 1 1 2
712 2016-11-02 "m" 1980-06-13 "Bangkok" "white collar" 8940 0 1 3
713 2016-11-28 "f" 1986-05-13 "North" "blue collar" 995 1 0 0
714 2016-12-08 "m" 1986-05-13 "Bangkok" "white collar" 5502 1 1 3
715 2016-11-01 "m" 1983-05-29 "Bangkok" "unempl" 0 0 0 0
716 2016-12-05 "m" 1982-06-03 "Central" "blue collar" 2157 1 0 0
717 2016-10-31 "f" 1992-04-11 "North" "blue collar" 1199 1 0 0
718 2016-10-31 "m" 1995-03-27 "NorthEast" "univ" 0 0 0 0
719 2016-11-23 "f" 1996-03-21 "Bangkok" "univ" 0 1 1 2
720 2016-11-11 "f" 1980-06-13 "Bangkok" "white collar" 4200 1 0 0
721 2016-11-29 "m" 1986-05-13 "Bangkok" "blue collar" 1109 1 1 5
722 2016-11-23 "f" 1990-04-22 "Bangkok" "blue collar" 406 1 0 0
723 2016-12-05 "f" 1998-03-11 "North" "blue collar" 2295 1 1 2
724 2016-11-18 "f" 2009-01-12 "Bangkok" "school" 0 1 1 1
725 2016-12-07 "f" 1968-08-15 "East" "white collar" 3131 0 0 0
726 2016-11-02 "m" 1975-07-10 "East" "blue collar" 298 1 0 0
727 2016-11-14 "m" 1995-03-27 "NorthEast" "blue collar" 3337 1 0 0
728 2016-12-05 "f" 1985-05-18 "NorthEast" "white collar" 7960 0 0 0
729 2016-11-04 "m" 1981-06-08 "Bangkok" "blue collar" 998 0 0 0
730 2016-12-09 "f" 1996-03-21 "NorthEast" "blue collar" 3350 1 1 1
731 2016-12-06 "m" 1974-07-15 "NorthEast" "blue collar" 2822 0 0 0
732 2016-11-06 "m" 1992-04-11 "Central" "white collar" 1266 0 1 2
733 2016-12-07 "f" 1991-04-17 "Bangkok" "blue collar" 218 1 1 9
734 2016-11-21 "f" 1992-04-11 "Bangkok" "blue collar" 1865 1 0 0
735 2016-11-03 "f" 1991-04-17 "Central" "white collar" 1618 1 1 5
736 2016-11-03 "f" 1988-05-02 "NorthEast" "white collar" 310 1 0 0
737 2016-11-07 "m" 1990-04-22 "NorthEast" "blue collar" 1831 1 1 6
738 2016-12-09 "f" 1990-04-22 "Bangkok" "unempl" 0 1 1 2
739 2016-10-30 "f" 2003-02-13 "Central" "school" 0 1 1 2
740 2016-11-26 "m" 1981-06-08 "Bangkok" "blue collar" 3100 1 1 4
741 2016-11-07 "f" 1997-03-16 "Central" "blue collar" 3536 0 0 0
742 2016-11-27 "f" 1985-05-18 "South" "unempl" 0 1 1 3
743 2016-11-23 "m" 1983-05-29 "Central" "blue collar" 1001 0 0 0
744 2016-11-22 "m" 1968-08-15 "NorthEast" "white collar" 6278 0 0 0
745 2016-12-10 "f" 1993-04-06 "East" "blue collar" 498 1 1 3
746 2016-11-21 "m" 1988-05-02 "NorthEast" "blue collar" 828 1 0 0
747 2016-11-06 "m" 1991-04-17 "South" "white collar" 6040 0 1 2
748 2016-11-29 "f" 1999-03-06 "NorthEast" "school" 0 1 0 0
749 2016-12-05 "m" 1992-04-11 "East" "blue collar" 4360 1 1 3
750 2016-12-10 "m" 1975-07-10 "Central" "blue collar" 45 0 0 0
751 2016-11-16 "f" 1991-04-17 "NorthEast" "blue collar" 632 0 0 0
752 2016-11-16 "m" 1990-04-22 "South" "blue collar" 1430 1 1 4
753 2016-11-14 "m" 1998-03-11 "Central" "school" 0 1 1 1
754 2016-11-24 "m" 1991-04-17 "Central" "white collar" 2182 0 0 0
755 2016-11-09 "f" 1988-05-02 "Central" "blue collar" 646 1 1 4
756 2016-11-27 "m" 1992-04-11 "NorthEast" "blue collar" 3198 0 0 0
757 2016-11-07 "m" 1995-03-27 "Central" "univ" 0 1 1 3
758 2016-11-01 "f" 1982-06-03 "NorthEast" "blue collar" 437 1 0 0
759 2016-12-05 "m" 1994-04-01 "Central" "blue collar" 2842 1 1 3
760 2016-11-06 "m" 1990-04-22 "East" "white collar" 4692 1 1 5
761 2016-12-06 "m" 1990-04-22 "NorthEast" "blue collar" 2266 1 1 4
762 2016-11-07 "f" 1982-06-03 "Bangkok" "white collar" 3238 0 0 0
763 2016-11-03 "f" 1999-03-06 "Bangkok" "blue collar" 1361 1 0 0
764 2016-11-27 "m" 1982-06-03 "NorthEast" "blue collar" 591 1 0 0
765 2016-10-29 "m" 1992-04-11 "NorthEast" "unempl" 0 1 0 0
766 2016-10-30 "f" 2008-01-18 "Bangkok" "school" 0 1 1 2
767 2016-11-06 "f" 1997-03-16 "East" "blue collar" 2759 1 1 5
768 2016-12-03 "f" 1986-05-13 "Bangkok" "blue collar" 719 1 1 3
769 2016-11-07 "m" 1980-06-13 "South" "blue collar" 806 0 0 0
770 2016-11-05 "f" 2008-01-18 "Bangkok" "school" 0 1 1 8
771 2016-11-07 "f" 1983-05-29 "Bangkok" "unempl" 0 1 0 0
772 2016-10-31 "m" 1996-03-21 "NorthEast" "blue collar" 3968 1 1 2
773 2016-12-09 "f" 1993-04-06 "Bangkok" "blue collar" 1022 1 1 2
774 2016-11-16 "m" 1990-04-22 "NorthEast" "blue collar" 2436 0 0 0
775 2016-12-09 "f" 1988-05-02 "NorthEast" "blue collar" 1031 0 0 0
776 2016-11-11 "f" 1987-05-08 "Bangkok" "blue collar" 3533 1 1 7
777 2016-11-11 "f" 1996-03-21 "NorthEast" "unempl" 0 1 0 0
778 2016-12-10 "f" 2004-02-08 "Central" "school" 0 1 1 5
779 2016-12-08 "f" 1983-05-29 "South" "white collar" 5325 1 1 6
780 2016-11-20 "m" 1982-06-03 "South" "blue collar" 96 0 0 0
781 2016-10-30 "f" 1980-06-13 "East" "unempl" 0 1 0 0
782 2016-11-23 "f" 2002-02-18 "NorthEast" "school" 0 1 1 3
783 2016-11-08 "m" 1969-08-10 "East" "blue collar" 3861 0 0 0
784 2016-11-20 "f" 1976-07-04 "NorthEast" "white collar" 212 0 0 0
785 2016-11-21 "f" 2001-02-23 "Bangkok" "school" 0 1 1 2
786 2016-11-10 "m" 2005-02-02 "East" "school" 0 1 1 3
787 2016-12-10 "f" 2009-01-12 "NorthEast" "school" 0 1 1 1
788 2016-12-04 "f" 1987-05-08 "East" "white collar" 929 1 1 8
789 2016-11-03 "m" 1970-08-05 "East" "blue collar" 3299 1 0 0
790 2016-11-01 "f" 1986-05-13 "South" "blue collar" 576 1 0 0
791 2016-11-09 "m" 1968-08-15 "NorthEast" "blue collar" 2811 0 0 0
792 2016-10-30 "f" 1982-06-03 "NorthEast" "blue collar" 3287 0 0 0
793 2016-11-03 "m" 1986-05-13 "Bangkok" "blue collar" 4100 1 0 0
794 2016-11-05 "f" 1969-08-10 "Central" "blue collar" 1921 0 0 0
795 2016-12-10 "m" 1983-05-29 "Bangkok" "blue collar" 1015 1 0 0
796 2016-11-16 "m" 1982-06-03 "Bangkok" "blue collar" 121 1 1 3
797 2016-11-29 "f" 1989-04-27 "Central" "blue collar" 2570 1 1 5
798 2016-11-13 "f" 2006-01-28 "NorthEast" "school" 0 1 0 0
799 2016-11-06 "f" 1980-06-13 "NorthEast" "blue collar" 999 1 0 0
800 2016-11-21 "m" 1994-04-01 "Central" "blue collar" 1906 1 1 7
801 2016-10-31 "m" 1999-03-06 "NorthEast" "school" 0 1 0 0
802 2016-12-05 "m" 1999-03-06 "Bangkok" "school" 0 1 0 0
803 2016-11-29 "m" 2004-02-08 "NorthEast" "school" 0 1 0 0
804 2016-11-25 "m" 2004-02-08 "Central" "school" 0 1 1 6
805 2016-11-11 "m" 1992-04-11 "NorthEast" "white collar" 3220 1 1 4
806 2016-12-07 "f" 1996-03-21 "NorthEast" "blue collar" 462 1 1 4
807 2016-12-07 "f" 1991-04-17 "NorthEast" "blue collar" 1916 1 0 0
808 2016-11-05 "f" 1981-06-08 "Central" "blue collar" 1307 1 0 0
809 2016-11-18 "f" 1994-04-01 "East" "blue collar" 1608 1 1 2
810 2016-11-05 "m" 1990-04-22 "Bangkok" "blue collar" 4009 0 0 0
811 2016-11-20 "f" 1999-03-06 "Central" "school" 0 1 1 2
812 2016-11-10 "m" 1989-04-27 "Central" "blue collar" 622 1 1 4
813 2016-11-03 "f" 2008-01-18 "South" "school" 0 1 0 0
814 2016-11-21 "f" 1988-05-02 "NorthEast" "blue collar" 1240 1 1 1
815 2016-12-05 "f" 1976-07-04 "Central" "blue collar" 985 1 1 6
816 2016-11-14 "m" 1984-05-23 "Bangkok" "blue collar" 5158 1 1 2
817 2016-11-28 "f" 1991-04-17 "North" "white collar" 2861 1 0 0
818 2016-11-24 "f" 1985-05-18 "Bangkok" "blue collar" 675 1 0 0
819 2016-11-08 "f" 1980-06-13 "NorthEast" "white collar" 1544 0 0 0
820 2016-12-01 "m" 2004-02-08 "Central" "school" 0 1 1 5
821 2016-12-07 "m" 1995-03-27 "East" "blue collar" 536 0 0 0
822 2016-12-06 "m" 1984-05-23 "South" "blue collar" 16 1 0 0
823 2016-11-19 "m" 2001-02-23 "South" "school" 0 1 1 6
824 2016-11-29 "f" 1968-08-15 "North" "blue collar" 1646 0 0 0
825 2016-11-10 "f" 1991-04-17 "South" "blue collar" 2229 0 1 2
826 2016-11-15 "f" 1978-06-24 "East" "white collar" 7203 1 0 0
827 2016-11-04 "f" 2001-02-23 "NorthEast" "school" 0 1 0 0
828 2016-11-23 "f" 1985-05-18 "North" "white collar" 5614 1 1 6
829 2016-12-01 "m" 1992-04-11 "Bangkok" "unempl" 0 1 1 8
830 2016-11-08 "m" 1999-03-06 "Central" "school" 0 1 1 4
831 2016-11-16 "f" 2007-01-23 "Bangkok" "school" 0 1 0 0
832 2016-11-03 "f" 1990-04-22 "NorthEast" "white collar" 1202 1 0 0
833 2016-11-15 "m" 2001-02-23 "East" "school" 0 1 1 4
834 2016-11-26 "m" 1992-04-11 "Bangkok" "blue collar" 1830 1 1 5
835 2016-11-16 "f" 1982-06-03 "NorthEast" "white collar" 3493 0 0 0
836 2016-11-12 "m" 1998-03-11 "NorthEast" "school" 0 1 0 0
837 2016-11-27 "f" 2002-02-18 "Central" "school" 0 1 1 5
838 2016-12-02 "f" 1997-03-16 "Bangkok" "univ" 0 1 1 3
839 2016-11-29 "m" 2001-02-23 "Central" "school" 0 1 1 2
840 2016-12-04 "f" 2007-01-23 "Central" "school" 0 1 1 2
841 2016-12-06 "f" 1970-08-05 "Central" "white collar" 251 1 0 0
842 2016-12-07 "f" 2005-02-02 "East" "school" 0 1 1 2
843 2016-11-05 "m" 1991-04-17 "Bangkok" "blue collar" 2103 1 1 2
844 2016-11-18 "m" 2001-02-23 "Central" "school" 0 1 1 3
845 2016-11-07 "m" 1980-06-13 "Bangkok" "white collar" 564 0 1 1
846 2016-11-09 "f" 1998-03-11 "Bangkok" "school" 0 1 1 13
847 2016-11-29 "f" 1991-04-17 "North" "blue collar" 1144 1 0 0
848 2016-11-30 "m" 1978-06-24 "Bangkok" "blue collar" 1190 1 1 2
849 2016-11-21 "f" 1992-04-11 "Bangkok" "blue collar" 1933 1 1 2
850 2016-11-22 "m" 1987-05-08 "North" "blue collar" 889 1 0 0
851 2016-11-09 "f" 2002-02-18 "NorthEast" "school" 0 1 0 0
852 2016-12-01 "m" 2008-01-18 "Central" "school" 0 1 1 6
853 2016-11-11 "m" 1995-03-27 "Bangkok" "univ" 0 0 0 0
854 2016-11-05 "m" 2000-02-29 "Central" "blue collar" 307 1 0 0
855 2016-11-13 "m" 1996-03-21 "NorthEast" "univ" 0 1 0 0
856 2016-12-03 "m" 2005-02-02 "Bangkok" "school" 0 1 1 2
857 2016-11-11 "m" 1995-03-27 "NorthEast" "univ" 0 0 1 2
858 2016-11-24 "f" 1986-05-13 "Bangkok" "white collar" 79 1 0 0
859 2016-12-03 "f" 2002-02-18 "NorthEast" "school" 0 1 1 3
860 2016-11-18 "f" 1992-04-11 "South" "blue collar" 1249 1 1 3
861 2016-10-30 "m" 2001-02-23 "East" "school" 0 1 0 0
862 2016-10-31 "f" 1983-05-29 "NorthEast" "blue collar" 1290 1 1 5
863 2016-11-21 "m" 1983-05-29 "East" "blue collar" 1043 1 0 0
864 2016-12-08 "m" 1996-03-21 "Central" "blue collar" 4063 1 0 0
865 2016-12-05 "m" 1979-06-19 "Central" "unempl" 0 1 1 8
866 2016-12-10 "f" 2003-02-13 "Central" "school" 0 1 1 1
867 2016-11-22 "f" 1982-06-03 "Central" "blue collar" 1112 1 0 0
868 2016-11-02 "m" 1982-06-03 "South" "blue collar" 2824 1 0 0
869 2016-11-11 "f" 1997-03-16 "Bangkok" "blue collar" 1592 1 0 0
870 2016-11-23 "m" 2006-01-28 "Bangkok" "school" 0 1 1 1
871 2016-11-19 "f" 1983-05-29 "Bangkok" "blue collar" 3129 1 0 0
872 2016-11-01 "m" 1992-04-11 "NorthEast" "white collar" 3649 1 0 0
873 2016-11-08 "f" 2006-01-28 "North" "school" 0 1 1 1
874 2016-11-20 "f" 1981-06-08 "Central" "white collar" 5260 1 0 0
875 2016-12-05 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
876 2016-11-16 "m" 2006-01-28 "Central" "school" 0 0 0 0
877 2016-11-29 "f" 1997-03-16 "Bangkok" "blue collar" 2858 1 1 2
878 2016-12-07 "m" 1993-04-06 "NorthEast" "univ" 0 1 1 5
879 2016-11-04 "m" 2007-01-23 "North" "school" 0 1 0 0
880 2016-12-02 "m" 1993-04-06 "NorthEast" "blue collar" 1477 1 0 0
881 2016-11-11 "f" 1977-06-29 "NorthEast" "blue collar" 6149 1 0 0
882 2016-11-27 "f" 2004-02-08 "South" "school" 0 1 0 0
883 2016-10-29 "m" 1987-05-08 "NorthEast" "blue collar" 4412 1 1 5
884 2016-11-20 "f" 2002-02-18 "Bangkok" "school" 0 1 1 17
885 2016-11-19 "m" 1992-04-11 "NorthEast" "blue collar" 1740 0 0 0
886 2016-12-10 "f" 1992-04-11 "Central" "blue collar" 2648 1 1 1
887 2016-11-12 "m" 2001-02-23 "North" "school" 0 1 1 15
888 2016-11-26 "f" 2007-01-23 "Central" "school" 0 1 1 8
889 2016-11-22 "m" 1992-04-11 "NorthEast" "blue collar" 2370 1 1 4
890 2016-11-23 "f" 1992-04-11 "NorthEast" "white collar" 1226 1 1 2
891 2016-12-04 "f" 1997-03-16 "South" "blue collar" 4222 1 1 3
892 2016-11-27 "f" 2003-02-13 "North" "school" 0 1 0 0
893 2016-12-05 "f" 1984-05-23 "Bangkok" "unempl" 0 0 0 0
894 2016-11-23 "m" 1981-06-08 "NorthEast" "white collar" 5999 1 0 0
895 2016-11-08 "f" 1993-04-06 "NorthEast" "blue collar" 1930 1 0 0
896 2016-11-16 "m" 1976-07-04 "Bangkok" "blue collar" 3814 0 0 0
897 2016-11-27 "f" 1981-06-08 "Bangkok" "white collar" 629 1 1 5
898 2016-12-02 "m" 1969-08-10 "NorthEast" "white collar" 9094 0 0 0
899 2016-11-13 "f" 1993-04-06 "East" "univ" 0 0 1 1
900 2016-11-27 "m" 1988-05-02 "Bangkok" "blue collar" 4118 1 1 4
901 2016-11-24 "f" 1992-04-11 "Bangkok" "blue collar" 3431 0 0 0
902 2016-11-23 "m" 2008-01-18 "Central" "school" 0 1 1 9
903 2016-11-01 "f" 1988-05-02 "South" "blue collar" 1129 0 0 0
904 2016-11-19 "f" 1997-03-16 "Central" "univ" 0 1 1 1
905 2016-11-19 "f" 1983-05-29 "NorthEast" "blue collar" 641 1 0 0
906 2016-11-22 "m" 2007-01-23 "NorthEast" "school" 0 1 0 0
907 2016-11-05 "m" 1982-06-03 "Central" "blue collar" 568 1 1 1
908 2016-11-21 "m" 2004-02-08 "Bangkok" "school" 0 1 0 0
909 2016-12-03 "f" 1987-05-08 "South" "blue collar" 3139 1 0 0
910 2016-10-30 "f" 1997-03-16 "Bangkok" "univ" 0 0 0 0
911 2016-12-01 "f" 1990-04-22 "NorthEast" "blue collar" 3794 1 0 0
912 2016-11-04 "m" 2009-01-12 "Central" "school" 0 1 1 3
913 2016-12-05 "m" 2000-02-29 "NorthEast" "blue collar" 3931 1 0 0
914 2016-11-30 "f" 1990-04-22 "Central" "white collar" 6909 1 0 0
915 2016-11-28 "m" 1984-05-23 "Bangkok" "white collar" 3150 1 0 0
916 2016-12-09 "m" 1997-03-16 "Bangkok" "univ" 0 0 1 2
917 2016-11-16 "m" 2008-01-18 "Central" "school" 0 1 0 0
918 2016-11-27 "f" 1985-05-18 "East" "blue collar" 1930 1 1 3
919 2016-10-31 "f" 1990-04-22 "Central" "blue collar" 672 1 1 5
920 2016-10-30 "f" 1993-04-06 "East" "blue collar" 2127 1 1 3
921 2016-11-02 "f" 1980-06-13 "Central" "unempl" 0 1 0 0
922 2016-12-01 "f" 1981-06-08 "Central" "white collar" 7293 1 1 3
923 2016-11-01 "f" 1975-07-10 "Central" "blue collar" 1269 0 0 0
924 2016-11-17 "f" 1988-05-02 "NorthEast" "white collar" 2473 1 1 1
925 2016-11-24 "f" 1990-04-22 "South" "white collar" 447 1 1 8
926 2016-12-07 "f" 2007-01-23 "Bangkok" "school" 0 1 0 0
927 2016-10-31 "m" 1990-04-22 "Bangkok" "blue collar" 43 1 1 2
928 2016-11-15 "f" 1982-06-03 "Bangkok" "blue collar" 1053 1 0 0
929 2016-11-16 "m" 1993-04-06 "North" "univ" 0 0 1 2
930 2016-11-19 "m" 1991-04-17 "South" "unempl" 0 1 0 0
931 2016-10-29 "f" 2008-01-18 "Central" "school" 0 1 0 0
932 2016-11-20 "m" 2000-02-29 "Bangkok" "blue collar" 1040 1 0 0
933 2016-12-09 "f" 1983-05-29 "Central" "white collar" 4071 0 0 0
934 2016-12-07 "f" 1992-04-11 "Bangkok" "blue collar" 537 1 1 4
935 2016-11-16 "f" 2004-02-08 "Central" "school" 0 1 1 4
936 2016-11-03 "f" 1996-03-21 "Bangkok" "blue collar" 2094 1 1 3
937 2016-11-02 "m" 1982-06-03 "Bangkok" "blue collar" 123 1 0 0
938 2016-11-28 "m" 1992-04-11 "Central" "white collar" 1459 1 1 4
939 2016-11-07 "f" 2002-02-18 "East" "school" 0 1 1 1
940 2016-11-17 "f" 1997-03-16 "Bangkok" "blue collar" 40 1 1 3
941 2016-11-17 "m" 2009-01-12 "NorthEast" "school" 0 1 0 0
942 2016-11-20 "m" 2008-01-18 "NorthEast" "school" 0 1 0 0
943 2016-12-05 "f" 1983-05-29 "South" "white collar" 2001 1 1 3
944 2016-11-29 "m" 2005-02-02 "NorthEast" "school" 0 1 0 0
945 2016-12-04 "f" 2002-02-18 "Central" "school" 0 1 0 0
946 2016-11-16 "m" 1998-03-11 "North" "blue collar" 2414 0 1 1
947 2016-11-11 "m" 1999-03-06 "Bangkok" "school" 0 1 1 4
948 2016-11-16 "f" 1975-07-10 "Bangkok" "white collar" 1845 0 0 0
949 2016-11-20 "m" 1988-05-02 "Bangkok" "white collar" 3255 1 1 3
950 2016-11-06 "f" 1982-06-03 "Bangkok" "white collar" 2025 0 0 0
951 2016-12-09 "f" 1990-04-22 "Bangkok" "white collar" 11075 1 1 16
952 2016-12-07 "m" 1990-04-22 "East" "blue collar" 2942 1 1 6
953 2016-12-09 "m" 1983-05-29 "Bangkok" "blue collar" 1231 1 0 0
954 2016-12-04 "m" 2009-01-12 "North" "school" 0 1 0 0
955 2016-12-10 "f" 1985-05-18 "Bangkok" "unempl" 0 0 1 1
956 2016-11-19 "f" 1973-07-20 "NorthEast" "blue collar" 759 0 0 0
957 2016-11-02 "f" 1992-04-11 "Bangkok" "blue collar" 1840 0 0 0
958 2016-11-12 "m" 1993-04-06 "South" "blue collar" 2388 1 1 3
959 2016-11-14 "m" 1982-06-03 "South" "blue collar" 2475 1 0 0
960 2016-11-10 "m" 1990-04-22 "Bangkok" "blue collar" 265 1 1 1
961 2016-11-12 "m" 1987-05-08 "Central" "blue collar" 2231 1 1 3
962 2016-11-13 "f" 1999-03-06 "Central" "blue collar" 1502 1 1 7
963 2016-11-16 "f" 1995-03-27 "NorthEast" "blue collar" 2609 1 0 0
964 2016-12-09 "f" 1991-04-17 "Bangkok" "blue collar" 47 1 1 2
965 2016-11-07 "f" 2002-02-18 "North" "school" 0 1 0 0
966 2016-11-13 "m" 1998-03-11 "East" "blue collar" 2504 1 0 0
967 2016-11-28 "m" 1994-04-01 "NorthEast" "blue collar" 267 1 1 1
968 2016-11-10 "f" 1981-06-08 "NorthEast" "blue collar" 1514 0 0 0
969 2016-11-15 "m" 2009-01-12 "East" "school" 0 1 1 6
970 2016-11-16 "f" 1990-04-22 "NorthEast" "blue collar" 2379 0 0 0
971 2016-12-01 "f" 1981-06-08 "Central" "blue collar" 266 1 1 9
972 2016-11-21 "f" 2008-01-18 "East" "school" 0 1 0 0
973 2016-11-21 "f" 1991-04-17 "NorthEast" "blue collar" 5545 1 1 7
974 2016-10-29 "f" 1990-04-22 "Bangkok" "white collar" 4895 1 1 2
975 2016-11-18 "f" 1992-04-11 "South" "unempl" 0 1 1 1
976 2016-12-03 "m" 1995-03-27 "Bangkok" "blue collar" 1699 0 0 0
977 2016-11-05 "m" 1993-04-06 "East" "blue collar" 622 1 0 0
978 2016-11-26 "f" 1991-04-17 "Bangkok" "blue collar" 697 1 1 2
979 2016-11-22 "f" 1990-04-22 "NorthEast" "white collar" 4792 1 1 1
980 2016-11-18 "f" 2009-01-12 "NorthEast" "school" 0 1 0 0
981 2016-11-13 "m" 2004-02-08 "Bangkok" "school" 0 1 1 1
982 2016-11-19 "f" 2007-01-23 "East" "school" 0 1 1 5
983 2016-11-07 "m" 2005-02-02 "Bangkok" "school" 0 1 1 2
984 2016-11-24 "f" 1968-08-15 "South" "blue collar" 568 0 0 0
985 2016-12-03 "f" 1988-05-02 "NorthEast" "white collar" 1596 1 0 0
986 2016-12-04 "f" 1980-06-13 "NorthEast" "white collar" 5434 0 0 0
987 2016-11-10 "f" 1991-04-17 "NorthEast" "blue collar" 2783 1 0 0
988 2016-11-02 "f" 1992-04-11 "NorthEast" "white collar" 2879 1 0 0
989 2016-12-08 "f" 1968-08-15 "Central" "white collar" 8891 0 0 0
990 2016-11-26 "m" 1977-06-29 "Central" "white collar" 3221 0 0 0
991 2016-11-14 "f" 1983-05-29 "Central" "white collar" 9502 1 1 3
992 2016-11-03 "m" 1992-04-11 "Central" "blue collar" 1264 1 1 5
993 2016-11-25 "m" 1984-05-23 "Bangkok" "white collar" 4686 0 0 0
994 2016-11-05 "f" 2004-02-08 "Central" "school" 0 1 1 2
995 2016-11-01 "m" 1984-05-23 "NorthEast" "white collar" 3811 0 0 0
996 2016-12-02 "f" 2004-02-08 "East" "school" 0 1 1 2
997 2016-11-25 "f" 1983-05-29 "Bangkok" "white collar" 1128 1 0 0
998 2016-11-18 "m" 2003-02-13 "NorthEast" "school" 0 1 0 0
999 2016-11-24 "f" 1984-05-23 "North" "blue collar" 1002 1 0 0
1000 2016-11-04 "m" 2004-02-08 "Central" "school" 0 0 1 1
1001 2016-12-06 "f" 1997-03-16 "Bangkok" "univ" 0 0 1 1
1002 2016-11-24 "f" 2005-02-02 "North" "school" 0 1 0 0
1003 2016-11-28 "m" 1993-04-06 "South" "blue collar" 2737 1 1 11
1004 2016-11-21 "m" 1982-06-03 "Bangkok" "blue collar" 209 1 0 0
1005 2016-12-02 "m" 1989-04-27 "Bangkok" "blue collar" 248 1 1 1
1006 2016-11-03 "f" 2004-02-08 "NorthEast" "school" 0 1 0 0
1007 2016-11-13 "m" 1972-07-25 "Central" "white collar" 2625 0 0 0
1008 2016-11-08 "f" 1991-04-17 "Bangkok" "white collar" 7828 1 1 5
1009 2016-12-07 "f" 2005-02-02 "East" "school" 0 1 0 0
1010 2016-11-07 "m" 1982-06-03 "NorthEast" "white collar" 2731 1 0 0
1011 2016-11-05 "m" 1990-04-22 "Central" "blue collar" 1131 1 1 17
1012 2016-12-07 "m" 2009-01-12 "Central" "school" 0 1 0 0
1013 2016-11-14 "f" 1986-05-13 "Central" "blue collar" 3020 1 0 0
1014 2016-11-13 "m" 1974-07-15 "Bangkok" "blue collar" 1735 0 0 0
1015 2016-11-12 "f" 1982-06-03 "NorthEast" "white collar" 5552 0 0 0
1016 2016-11-05 "f" 1999-03-06 "Bangkok" "blue collar" 459 0 0 0
1017 2016-12-08 "f" 1991-04-17 "NorthEast" "white collar" 5780 0 1 1
1018 2016-10-29 "m" 1979-06-19 "Central" "unempl" 0 1 0 0
1019 2016-11-13 "m" 1979-06-19 "Bangkok" "blue collar" 1289 0 0 0
1020 2016-11-11 "m" 2006-01-28 "NorthEast" "school" 0 1 0 0
1021 2016-12-07 "f" 1996-03-21 "Bangkok" "blue collar" 80 1 0 0
1022 2016-12-04 "m" 1991-04-17 "NorthEast" "blue collar" 175 1 0 0
1023 2016-11-14 "f" 1975-07-10 "Bangkok" "blue collar" 2231 1 0 0
1024 2016-12-10 "m" 1990-04-22 "NorthEast" "blue collar" 489 1 0 0
1025 2016-10-29 "m" 1985-05-18 "Central" "white collar" 5410 1 1 2
1026 2016-11-21 "f" 1994-04-01 "South" "blue collar" 934 1 1 3
1027 2016-12-01 "m" 1996-03-21 "Bangkok" "blue collar" 1139 1 0 0
1028 2016-11-06 "f" 2006-01-28 "NorthEast" "school" 0 1 0 0
1029 2016-11-15 "m" 1981-06-08 "Bangkok" "blue collar" 580 1 1 3
1030 2016-11-27 "f" 1999-03-06 "Central" "school" 0 1 1 6
1031 2016-12-10 "m" 2007-01-23 "North" "school" 0 1 0 0
1032 2016-11-13 "f" 1980-06-13 "NorthEast" "unempl" 0 1 0 0
1033 2016-11-23 "m" 1991-04-17 "Bangkok" "white collar" 5396 1 0 0
1034 2016-11-07 "m" 1984-05-23 "South" "blue collar" 223 1 0 0
1035 2016-11-20 "m" 2004-02-08 "NorthEast" "school" 0 1 1 1
1036 2016-11-14 "m" 1983-05-29 "South" "blue collar" 1090 1 0 0
1037 2016-11-18 "m" 1992-04-11 "East" "blue collar" 461 0 0 0
1038 2016-11-15 "m" 2002-02-18 "Central" "school" 0 1 0 0
1039 2016-10-29 "f" 1985-05-18 "NorthEast" "white collar" 2154 1 1 6
1040 2016-11-11 "f" 1993-04-06 "NorthEast" "blue collar" 1891 1 0 0
1041 2016-11-27 "m" 1985-05-18 "South" "blue collar" 2152 1 1 4
1042 2016-12-08 "m" 2007-01-23 "Bangkok" "school" 0 1 0 0
1043 2016-12-06 "m" 2008-01-18 "Bangkok" "school" 0 1 0 0
1044 2016-11-02 "m" 1990-04-22 "Central" "blue collar" 207 0 0 0
1045 2016-10-31 "m" 1975-07-10 "Central" "white collar" 3847 1 0 0
1046 2016-12-08 "f" 1985-05-18 "NorthEast" "blue collar" 2510 1 0 0
1047 2016-11-17 "m" 1993-04-06 "East" "blue collar" 617 1 1 1
1048 2016-11-19 "f" 1989-04-27 "Bangkok" "blue collar" 270 1 0 0
